TCGA-BR-6453-11A-01R-1802-13	TCGA-BR-6454-11A-01R-1802-13	TCGA-BR-6457-11A-01R-1802-13	TCGA-BR-6458-11A-01R-1802-13	TCGA-BR-6564-11A-01R-1884-13	TCGA-BR-6802-11A-01R-1884-13	TCGA-BR-6852-11A-01R-1884-13	TCGA-BR-7703-11A-01R-2055-13	TCGA-BR-7704-11A-01R-2055-13	TCGA-BR-7715-11A-01R-2055-13	TCGA-BR-7716-11A-01R-2055-13	TCGA-BR-7717-11A-01R-2055-13	TCGA-BR-7851-11A-01R-2203-13	TCGA-BR-8060-11A-01R-2343-13	TCGA-CG-5720-11A-01R-1602-13	TCGA-CG-5721-11A-01R-1602-13	TCGA-CG-5722-11A-02R-1602-13	TCGA-CG-5728-11A-01R-1602-13	TCGA-CG-5730-11A-01R-1602-13	TCGA-CG-5733-11A-01R-1602-13	TCGA-CG-5734-11A-01R-1602-13	TCGA-FP-7735-11A-01R-2055-13	TCGA-FP-7829-11A-01R-2055-13	TCGA-HU-8238-11A-01R-2343-13	TCGA-HU-A4G3-11A-11R-A24K-31	TCGA-HU-A4GC-11A-11R-A251-31	TCGA-HU-A4GN-11A-12R-A251-31	TCGA-HU-A4GP-11A-21R-A251-31	TCGA-HU-A4HB-11A-11R-A251-31	TCGA-IN-7806-11A-01R-2055-13	TCGA-IN-8462-11A-01R-2343-13	TCGA-IN-8663-11A-01R-2402-13	TCGA-IP-7968-11A-01R-2203-13
TREX1|11277	5.2355	5.5817	4.2293	5.743	5.3162	7.0628	6.5467	5.2146	4.3524	8.8443	6.0565	10.5334	3.3327	3.7612	5.176	5.8076	5.2292	7.4372	3.7254	6.2775	4.6861	2.6599	4.4812	3.7916	2.4829	3.0455	2.5462	2.6213	2.9893	6.0758	8.2053	5.7666	7.5369
TREX2|11219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRHDE|29953	1.6515	0.0979	1.5929	0.3117	1.6782	0.3276	0.1003	0.2072	0.6968	0.3516	0.1558	0.1604	3.6616	0.381	0.488	0.2159	0.21	0.1727	2.2931	0.1307	0.9726	0.16	0.2365	4.0447	0.078	0.2057	0.3597	0.2494	0.1648	0.0302	0.0445	0.0057	0.1918
TRHR|7201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRH|7200	0.0336	0.0118	0.0158	0.0216	0.0369	0	0.0109	0	0.0472	0	0.0246	0.0096	0.0191	0	0.038	0	0.0421	0	0.0544	0.01	0.0117	0.0087	0.0111	0.0088	0	0.0101	0.0467	0.046	0.051	0	0.0119	0	0.0227
TRIAP1|51499	12.1332	7.2843	8.7165	8.2952	8.2152	27.4832	14.4245	8.9531	7.2441	15.9266	10.3471	15.1968	9.5059	9.0436	9.6982	10.3067	7.8195	6.378	8.4956	8.4736	9.0684	9.4883	7.1219	7.9846	9.7081	13.3868	9.0955	9.5611	7.7161	9.2989	13.5768	13.1612	10.4119
TRIB1|10221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIB2|28951	5.3452	6.3469	4.062	9.2179	4.5854	3.7339	6.4461	10.3639	4.5397	11.4529	8.0822	8.0691	4.2786	7.3446	6.2893	8.3613	7.4946	8.8492	2.3557	6.5637	2.319	4.4907	3.7893	3.4198	3.644	3.8682	2.6385	3.6084	3.318	1.9581	1.7929	1.5683	3.1702
TRIB3|57761	1.197	1.3592	2.6207	2.2516	1.7948	0.4437	2.4577	1.3462	2.9968	2.9739	1.6179	2.515	0.6341	2.1519	2.5514	1.6887	1.8887	2.5846	2.357	1.6584	3.7362	0.4763	1.0401	1.0921	0.4108	0.5636	2.287	0.9432	0.2992	5.3929	7.4836	3.6237	4.9649
TRIL|9865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM10|10107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM11|81559	5.0458	7.3829	4.439	5.8825	5.7369	1.9114	6.603	6.9237	5.1692	5.3782	8.1822	5.8574	6.6483	3.7719	8.1053	4.1634	7.8686	5.1284	7.1092	5.109	7.7037	3.1967	3.6362	5.5371	2.3573	2.2262	2.1825	1.9297	2.5059	6.3457	3.9017	3.9852	7.3194
TRIM13|10206	2.8407	1.7675	1.7925	3.175	2.3531	3.2786	2.2662	2.473	2.1804	3.6778	2.6826	3.0281	3.9627	3.2011	1.8826	2.5396	2.4708	2.2511	2.1239	2.437	1.6572	4.2049	4.9846	2.0258	4.5421	3.7711	2.6103	3.7836	3.8818	5.7796	5.6131	9.2331	4.3965
TRIM14|9830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM15|89870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM16L|147166	1.9287	2.9953	1.2238	2.4487	0.9384	3.1338	4.3821	3.9626	1.9885	2.2377	5.264	3.2346	1.1189	1.498	2.0077	2.5122	2.7163	1.6127	0.8236	2.678	1.026	2.8871	1.7491	1.4241	1.7271	1.5035	2.1853	1.5485	1.6258	7.1815	7.6259	8.9365	4.6356
TRIM16|10626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM17|51127	0.2029	0.0868	0.1986	0.1348	0.401	0.0425	0.0587	0.1319	0.2894	0.1898	0.0883	0.2071	0.3117	0.2116	0.212	0.2288	0.1121	0.1021	0.2822	0.1794	0.0497	0.1569	0.2778	0.1027	0.2498	0.0852	0.1159	0.1381	0.2151	0.1802	0.1691	0.1218	0.4521
TRIM21|6737	15.9326	17.0315	12.974	11.5117	22.0747	11.1996	16.0804	13.2333	11.1752	14.4753	15.6425	15.2599	15.8463	6.3384	17.5776	9.8538	14.0143	11.5197	15.2096	10.3039	17.7502	9.3824	8.3935	16.1589	7.1013	8.1343	9.4016	6.9838	6.4438	5.3197	4.8303	3.1648	3.6604
TRIM22|10346	12.0666	13.7779	6.6196	10.8413	25.0449	11.8064	9.4082	10.515	15.9322	40.9118	16.689	33.735	13.4111	11.3492	8.5565	8.72	10.0255	11.3956	3.8486	8.3207	8.719	11.5074	13.6282	3.5467	11.3978	13.7765	10.9483	13.7697	13.5997	3.2386	8.3965	5.74	11.1777
TRIM23|373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM24|8805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM25|7706	10.8578	17.1112	8.2938	8.9683	12.2659	3.2887	6.8667	6.4241	5.3669	9.6451	6.1216	8.0152	21.696	4.8577	19.7114	12.1701	13.4291	12.1437	14.0775	10.2163	7.6609	3.685	6.6079	11.7222	5.2887	3.746	5.0471	5.2888	3.0901	13.6087	19.5278	10.667	6.1977
TRIM26|7726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM27|5987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM28|10155	59.7972	81.6309	57.754	68.5611	75.8803	20.4927	68.3047	74.5598	94.5226	58.8512	84.949	57.8131	55.8596	62.2567	73.3052	53.0411	84.7138	62.3347	53.5364	54.6077	54.1906	77.9337	80.7725	51.7055	62.0342	60.6058	61.5512	69.0095	55.9328	76.6148	55.4894	41.4013	55.3944
TRIM29|23650	1.1527	6.0561	0.2427	0.5466	0.6132	0.3285	2.6224	0.5846	0.3567	0.6893	2.0292	1.2682	1.4123	0.131	2.2329	0.9632	1.797	1.9394	0.2922	0.6075	0.7627	0.1665	27.026	0.2495	0.0702	0.1242	0.7341	0.0348	0.0965	830.0449	637.0926	445.702	538.4567
TRIM2|23321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM31|11074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM32|22954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM33|51592	4.1392	3.4874	2.7768	4.495	3.3472	1.982	2.2123	4.3094	5.2641	4.9362	3.7951	3.3608	6.8491	6.9292	3.2443	4.2544	3.5583	3.724	3.2193	2.8416	3.256	4.6599	5.6684	3.7454	10.4037	9.0301	8.0754	10.2521	10.6197	5.2321	7.8548	7.7434	7.4161
TRIM34|53840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM35|23087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM36|55521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM37|4591	3.4032	3.0642	2.4296	3.173	2.9958	3.1417	2.7561	3.5624	4.2022	3.3483	4.5389	3.6159	3.5058	4.2483	1.8837	2.4695	3.3765	2.2056	1.9531	1.936	1.7308	4.8267	5.4296	1.9585	7.9237	7.1291	5.6174	7.822	6.8621	3.1133	3.7145	4.1471	3.1317
TRIM38|10475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM39|56658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM3|10612	4.8319	4.6347	7.292	3.1002	8.4817	1.5406	1.986	2.9655	7.3007	2.7706	3.7767	3.2062	7.9707	3.5286	4.8678	2.0905	3.5982	2.3807	7.0683	1.7888	6.3607	5.4091	6.0464	8.6656	5.8568	5.3312	5.3336	5.0712	4.6837	2.2238	1.312	1.1751	1.7081
TRIM40|135644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM41|90933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM42|287015	0	0	0	0	0	0	0.0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0193	0	0	0	0	0	0	0	0
TRIM43|129868	0	0	0	0.0214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM44|54765	11.7733	12.2562	12.9974	16.4005	12.6989	5.0946	9.2343	15.9582	15.9182	10.6243	15.2418	10.3855	14.5034	16.3622	11.7672	13.0768	15.0455	12.2405	8.632	10.0138	9.2864	16.157	15.6992	8.8743	17.8149	14.8497	14.2872	18.0733	16.6157	6.5878	9.0969	6.386	9.6169
TRIM45|80263	0.5595	0.3606	0.3514	0.8068	0.5973	0.7755	0.574	0.7982	1.1871	0.9888	0.9886	0.4943	0.7435	0.754	0.4565	0.5673	1.0098	0.3507	0.1167	0.7272	0.1677	0.7328	1.3956	0.2682	1.2684	0.9604	0.9464	1.3276	0.9694	0.3593	0.4194	0.3144	0.3502
TRIM46|80128	0.739	0.7356	0.2728	0.4696	0.5641	0.8803	0.6857	0.4184	0.539	0.8382	0.6302	0.9282	0.4087	0.6201	0.6827	0.747	0.6466	0.6612	0.4584	0.7789	0.6055	0.961	0.5735	0.3613	0.503	0.5444	0.6909	0.5862	0.5783	0.2898	0.343	0.2798	0.374
TRIM47|91107	14.3398	25.9184	15.1516	16.6164	19.0287	9.2167	25.5789	20.8468	18.0612	16.8286	33.9537	13.9024	20.8301	9.3576	23.9695	11.9513	26.7762	13.9547	15.4672	16.6878	16.2667	13.4326	17.7063	32.0247	27.2411	20.3185	18.654	23.7908	27.5816	14.4442	14.7136	7.4819	15.9923
TRIM48|79097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49L|729384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM49|57093	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0071	0	0	0	0	0.0106
TRIM4|89122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM50|135892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM52|84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM53|642569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM54|57159	7.122	0.132	2.1546	0.0339	2.9927	3.0451	0.0213	0.0108	0.5679	0.1375	0.1608	0.1316	7.7916	0.0333	2.0031	0.0267	0.0336	0	9.9327	0.0195	6.1599	0.0458	0.0069	4.1716	0.0056	0.031	0.1414	0.0331	0.0208	0.0229	0.0116	0.0081	0.2118
TRIM55|84675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM56|81844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM58|25893	0.188	0.152	0.2589	0.2476	0.4986	0.5241	0.2222	0.1028	0.3683	0.1233	0.8033	0.5026	0.117	0.5253	0.5156	0.1441	0.3979	0.116	0.0848	0.0429	0.1828	0.2301	0.2598	0.0642	0.4876	0.9157	0.2943	0.8641	0.524	0.0695	0.1066	0.2397	0.3413
TRIM59|286827	0.728	0.4877	0.6274	1.1292	0.8113	1.4477	1.3433	0.9368	0.4436	2.056	1.1806	2.052	0.984	0.5571	0.8835	0.9297	0.9154	0.6764	0.4855	0.8753	0.3253	0.6009	0.738	0.454	0.8611	0.57	0.5143	0.7419	0.6356	1.8767	1.5174	2.722	1.6821
TRIM5|85363	6.0169	4.1607	4.4458	5.2953	5.8821	2.9245	4.1368	4.9358	4.7764	4.0447	6.0226	5.6394	6.4985	4.11	2.2634	2.631	3.8504	2.6429	3.0921	2.7981	4.083	3.8839	4.2874	4.4081	4.1763	4.3191	3.4632	4.0354	4.639	3.1834	3.2504	3.6482	4.1437
TRIM6-TRIM34|445372	1.8261	1.6978	1.4078	1.7647	2.1771	1.4202	1.3804	1.7516	1.8677	1.9862	2.1473	2.0411	1.9013	1.3995	1.1708	1.2788	1.7336	1.3985	1.1463	1.102	1.083	1.5756	1.8855	1.6448	1.6745	1.5285	1.6891	1.8413	1.6264	1.4394	2.2202	2.3271	1.4751
TRIM60|166655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM61|391712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM62|55223	2.0651	3.4212	2.2307	3.114	2.8656	0.8443	2.639	3.5782	3.1066	2.9145	3.3163	2.4095	1.8637	2.3192	3.4316	1.7448	2.8252	2.8564	2.5127	1.8978	1.7543	1.6309	2.1747	1.3368	2.8159	1.9947	1.7724	2.3505	2.2388	3.2812	3.2294	2.3321	2.668
TRIM63|84676	0.0511	0.0268	0.0541	0.1148	0.273	0	0.0987	0.0165	0.2544	0.1696	0.1117	0.0932	0.0643	0.0706	0.1127	0.2496	0.1032	0.0242	0.0723	0.0707	0.0714	0.2514	0.0576	0.0598	0.1359	0.1349	0.1209	0.153	0.2039	0.0208	0.0169	0	0.0453
TRIM64|120146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM65|201292	3.5658	4.8114	3.6155	5.997	4.6832	2.4004	5.3322	5.518	5.7274	5.7861	6.7407	4.6812	3.4955	3.4062	4.1969	3.4605	6.0769	3.5306	2.8287	3.8215	1.8947	3.3268	4.6896	3.2	4.818	3.8906	2.3575	4.8834	4.1485	4.8127	4.3522	2.9778	3.853
TRIM66|9866	0.6884	0.9016	0.3675	0.935	0.8322	0.1121	0.3807	0.6092	0.9515	0.8015	0.4816	0.6208	1.1469	0.5961	0.7455	0.4116	0.6771	0.8729	0.5605	0.7571	0.3017	0.6145	0.6362	0.7407	1.4588	0.7638	0.6455	1.5311	0.7204	0.7652	1.0435	0.9159	0.8682
TRIM67|440730	0.0053	0.0222	0.0037	0.0085	0.0571	0.022	0.0026	0.013	0.0467	0.004	0.0029	0.0238	0.016	0.0555	0.0107	0.0097	0.0371	0.01	0.0171	0.0024	0	0.0302	0.013	0.0145	0.0467	0.0587	0.022	0.0804	0.0526	0	0.0042	0.0056	0.0161
TRIM68|55128	3.2977	3.4736	3.459	5.4002	3.5174	3.8712	3.8503	4.5649	4.2104	3.8376	5.6818	3.4527	3.8923	4.1742	2.835	2.6376	5.4681	2.6048	2.2942	2.7283	1.6594	3.4484	4.2943	3.2495	3.7782	3.3565	3.0265	3.3481	2.6059	2.0053	1.275	1.5168	1.4451
TRIM69|140691	10.1661	11.5629	6.5808	5.6639	13.2434	9.2294	11.2216	6.5318	9.4242	14.6008	10.3395	14.6981	11.5117	6.0805	8.632	12.7366	8.5935	10.1264	8.9063	5.7098	10.5235	13.7609	16.8554	7.942	10.2582	14.2352	13.0324	14.1957	15.2726	5.1372	7.0792	5.6276	4.3225
TRIM6|117854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM71|131405	0.0063	0	0	0.0092	0	0	0	0.004	0.0019	0	0.0181	0	0	0.0159	0	0	0	0	0	0	0	1e-04	0	0	0	0	0	0	0.0065	0	0.0019	0.0036	0
TRIM72|493829	0	0.037	0.0498	0.2268	0	0	0	0.0297	0.0372	0.0712	0	0.0303	0	0.078	0	0	0	0	0	0.0631	0.0554	0.0547	0.035	0.0553	0.0266	0.0475	0.0267	0.1207	0	0	0	0	0.0358
TRIM74|378108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM77|390231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM78P|117852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM7|81786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIM8|81603	28.6712	42.3523	28.6076	40.7169	39.5973	12.555	33.4486	50.6426	59.3805	35.8505	47.4819	28.6458	32.1356	44.1723	37.7051	26.6813	42.1001	31.5595	25.702	28.5265	31.5974	37.2316	42.7922	30.0194	33.488	39.2364	35.4682	39.7492	39.83	31.5606	18.4069	22.4218	38.7407
TRIM9|114088	0.1507	0.161	0.1082	0.108	0.2356	0.0658	0.0684	0.1336	0.702	0.2101	0.1546	0.1853	0.1777	0.495	0.1293	0.0319	0.136	0.0714	0.1453	0.0595	0.0455	0.3616	0.2995	0.0601	0.6502	0.4496	0.3139	0.6056	1.183	0.0255	0.0353	0.0515	0.2677
TRIML1|339976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIML2|205860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIOBP|11078	7.2387	12.8597	7.4855	12.936	7.6392	7.7504	10.8004	12.0562	13.5634	7.0705	15.2811	7.6847	5.8049	7.6693	8.96	9.5181	15.7323	9.0601	5.2996	9.3985	7.4907	18.7021	12.5638	6.5325	10.4455	9.5247	8.2894	12.1044	9.6317	17.7617	13.9898	10.5404	7.6935
TRIO|7204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP10|9322	14.1134	18.9202	12.3183	7.7538	20.3158	6.9771	11.5048	10.4106	35.9371	13.3058	17.6927	15.7024	11.0118	14.422	15.382	8.5897	15.4265	9.6019	18.0858	8.4931	21.6128	35.8271	47.2818	12.3511	23.5787	26.595	29.768	23.0848	29.7007	188.4315	71.2089	123.6171	82.4833
TRIP11|9321	4.7651	3.7522	3.3491	7.2717	4.155	2.4391	2.3872	5.7993	5.2826	4.7095	5.0058	3.5227	6.387	8.8777	3.5274	4.6505	4.6297	3.6233	3.2138	3.3602	3.34	3.6176	4.6057	3.6366	6.4614	5.9993	5.1547	6.4145	5.4067	3.9734	4.9959	5.4856	3.65
TRIP12|9320	12.0421	12.733	11.3951	16.3361	12.6723	4.5739	10.2446	17.5154	14.874	12.9442	15.2224	10.7303	17.2124	15.0131	12.982	10.8383	15.5395	11.0144	9.0676	8.9767	8.4249	12.7841	18.4187	9.7519	23.1707	15.0456	13.7286	18.8238	22.0011	17.3099	19.8996	19.7591	15.8393
TRIP13|9319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIP4|9325	9.8976	12.5857	8.9678	11.3519	9.4467	9.1933	9.8416	10.4018	8.7213	8.8703	13.7192	8.9892	13.1567	8.2722	10.8071	8.1266	10.4641	6.1368	8.0193	6.9076	10.5137	7.5495	7.8845	15.208	8.1535	8.6856	9.0951	7.5869	6.589	8.2081	10.7342	10.7531	7.1036
TRIP6|7205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRIT1|54802	2.7964	2.3117	1.7169	2.9252	2.2777	4.0513	3.7737	3.9537	3.7965	4.2954	3.2091	3.5297	2.1391	2.8459	2.43	2.3518	3.6982	2.6217	2.853	1.677	1.3924	3.7445	2.6886	2.1793	4.1644	4.9503	3.5835	4.1323	3.4847	5.0493	4.9483	5.8531	3.2642
TRMT112|51504	77.9843	57.1822	42.3899	47.6179	51.7901	153.5726	70.7731	44.991	66.7897	130.4655	59.0836	153.7883	39.5309	67.6755	60.5218	80.4667	46.5921	66.4289	65.5507	72.8205	66.2901	104.1813	63.3255	36.1903	80.9485	129.5066	119.9425	98.726	105.1958	53.3539	70.3814	76.0424	87.9556
TRMT11|60487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT12|55039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT1|55621	6.8412	5.7303	3.7336	4.427	5.2932	3.631	6.8901	5.4203	8.0044	11.335	6.2054	8.4966	4.8026	4.3499	6.675	4.8377	4.7844	5.6006	4.3708	4.6043	4.5616	5.9497	5.8184	3.1567	4.3256	5.0465	5.0354	5.8987	4.6652	5.9995	5.5589	4.2313	4.6996
TRMT2A|27037	5.2297	5.9426	4.4714	4.8003	5.7093	3.2878	8.2088	7.5565	7.1334	9.0626	6.5539	8.1287	4.811	4.1919	7.2924	4.8373	5.1747	5.9771	3.8852	4.217	4.3886	4.5802	5.0318	4.0349	3.9521	3.777	3.0224	4.4496	3.3669	4.5781	3.5772	3.9083	3.5807
TRMT2B|79979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT5|57570	2.3837	1.7253	1.2518	2.7708	1.8587	2.2518	1.8098	2.2179	2.3352	2.2083	2.4692	1.9971	2.0863	2.4958	1.7323	1.6586	2.2982	1.6656	1.6292	1.4216	1.2466	2.651	3.4428	1.3623	4.6206	3.8759	2.5249	4.4133	3.672	1.9847	2.3552	2.1949	1.8281
TRMT61A|115708	3.6892	5.4446	2.9773	3.4697	4.8055	2.3179	3.7438	4.1911	8.1897	4.0996	4.9926	4.873	2.8727	3.4782	5.9422	2.3169	6.8373	3.532	4.3252	3.0253	4.6546	11.7025	7.8174	1.8835	8.6109	6.6427	6.2624	9.3976	6.3348	3.485	2.6648	1.5954	2.9113
TRMT61B|55006	5.4118	4.2955	4.8657	5.5753	4.8496	9.9595	7.0496	6.1054	4.2495	7.3156	5.2461	7.1254	7.639	4.2891	5.8607	3.827	4.6121	3.3821	5.2576	3.9356	5.4531	4.2857	3.6252	9.9878	7.0331	7.0219	5.2416	8.0415	5.0673	2.9551	5.8088	4.3968	3.0811
TRMT6|51605	4.007	2.7774	2.6778	2.9275	2.369	4.1298	2.995	3.2928	3.1254	4.5501	3.538	4.6736	2.5869	2.8267	3.603	3.0569	2.7369	2.4814	2.223	1.9806	3.5124	2.5786	1.9782	2.1344	3.1525	3.4963	3.5076	3.5593	2.7052	2.3761	4.8235	3.2299	2.7687
TRMU|55687	3.3559	2.9193	2.3221	2.6245	3.2451	3.6644	5.4623	3.4893	2.9082	4.9904	3.97	5.0416	3.1541	2.1011	3.7096	2.9364	2.1668	2.1304	2.7917	2.2602	3.0299	2.7872	2.6452	3.3619	2.7688	2.7828	2.1075	2.7801	1.7811	3.7146	2.7969	3.2925	2.0285
TRNAU1AP|54952	3.9651	3.3853	2.909	3.3632	3.2976	7.5817	4.5115	3.6241	4.3458	5.46	4.2666	6.9991	4.4931	3.8198	3.8453	3.6305	3.0148	3.2442	3.3897	2.8546	3.9508	5.0704	4.7152	4.4702	5.2513	6.8374	5.27	5.134	4.7674	4.2387	4.5607	5.4443	3.4412
TRNP1|388610	57.0864	122.0432	52.0485	137.2884	20.1634	135.4103	144.3635	129.9563	35.5765	68.1981	178.1824	60.3731	14.3542	34.5236	94.611	96.6344	102.6049	70.5205	9.2767	100.0563	68.7531	10.3281	23.0566	24.5362	8.9498	12.856	27.9956	11.4242	8.1815	46.6869	87.0197	46.0649	39.7558
TRNT1|51095	1.3782	0.8008	0.3441	1.2319	0.7068	2.0885	1.4063	0.8736	0.765	1.6532	0.7639	1.4491	1.1107	0.8242	0.8271	1.0091	0.741	0.099	0.2927	1.0642	0.7285	0.4857	0.5702	0.8335	1.1947	1.4027	1.4743	0.8086	0.8494	0.5789	1.0969	1.0546	1.0596
TROAP|10024	2.1988	1.5974	0.9118	1.0167	1.4184	2.3115	2.9005	3.0915	0.4645	2.4648	2.4772	3.9078	3.9276	0.3017	2.9687	1.6655	1.0551	1.6352	1.3857	1.221	1.1611	0.0587	0.2334	1.2725	0.0437	0	0.1445	0.0493	0.0942	2.4285	2.26	1.9083	1.8942
